date,item,category,price,unit_cost,units_sold,day_of_week
2025-04-20,Iced Tea,Tea,3.5,0.5,24,Sunday
2025-04-20,Croissant,Pastry,3.75,1.1,41,Sunday
2025-04-20,Blueberry Muffin,Pastry,3.95,1.0,29,Sunday
2025-04-20,Avocado Toast,Food,8.5,2.6,27,Sunday
2025-04-20,Breakfast Sandwich,Food,7.25,2.4,42,Sunday
2025-04-20,Bagel & Cream Cheese,Food,4.5,1.3,35,Sunday
2025-04-20,Granola Bowl,Food,6.75,1.9,16,Sunday
2025-04-20,Bottled Water,Other,2.25,0.35,22,Sunday
2025-04-21,Drip Coffee,Coffee,3.25,0.55,73,Monday
2025-04-21,Latte,Coffee,4.75,1.1,63,Monday
2025-04-21,Cappuccino,Coffee,4.5,1.05,38,Monday
2025-04-21,Cold Brew,Coffee,4.95,1.2,45,Monday
2025-04-21,Espresso Shot,Coffee,2.75,0.45,20,Monday
2025-04-21,Matcha Latte,Tea,5.25,1.6,28,Monday
2025-04-21,Chai Latte,Tea,4.95,1.15,26,Monday
2025-04-21,Iced Tea,Tea,3.5,0.5,19,Monday
2025-04-21,Croissant,Pastry,3.75,1.1,38,Monday
2025-04-21,Blueberry Muffin,Pastry,3.95,1.0,27,Monday
2025-04-21,Avocado Toast,Food,8.5,2.6,23,Monday
2025-04-21,Breakfast Sandwich,Food,7.25,2.4,35,Monday
2025-04-21,Bagel & Cream Cheese,Food,4.5,1.3,24,Monday
2025-04-21,Granola Bowl,Food,6.75,1.9,14,Monday
2025-04-21,Bottled Water,Other,2.25,0.35,13,Monday
2025-04-22,Drip Coffee,Coffee,3.25,0.55,81,Tuesday
2025-04-22,Latte,Coffee,4.75,1.1,61,Tuesday
2025-04-22,Cappuccino,Coffee,4.5,1.05,34,Tuesday
2025-04-22,Cold Brew,Coffee,4.95,1.2,40,Tuesday
2025-04-22,Espresso Shot,Coffee,2.75,0.45,22,Tuesday
2025-04-22,Matcha Latte,Tea,5.25,1.6,22,Tuesday
2025-04-22,Chai Latte,Tea,4.95,1.15,29,Tuesday
2025-04-22,Iced Tea,Tea,3.5,0.5,18,Tuesday
2025-04-22,Croissant,Pastry,3.75,1.1,27,Tuesday
2025-04-22,Blueberry Muffin,Pastry,3.95,1.0,26,Tuesday
2025-04-22,Avocado Toast,Food,8.5,2.6,23,Tuesday
2025-04-22,Breakfast Sandwich,Food,7.25,2.4,34,Tuesday
2025-04-22,Bagel & Cream Cheese,Food,4.5,1.3,24,Tuesday
2025-04-22,Granola Bowl,Food,6.75,1.9,13,Tuesday
2025-04-22,Bottled Water,Other,2.25,0.35,17,Tuesday
2025-04-23,Drip Coffee,Coffee,3.25,0.55,68,Wednesday
2025-04-23,Latte,Coffee,4.75,1.1,70,Wednesday
2025-04-23,Cappuccino,Coffee,4.5,1.05,37,Wednesday
2025-04-23,Cold Brew,Coffee,4.95,1.2,74,Wednesday
2025-04-23,Espresso Shot,Coffee,2.75,0.45,24,Wednesday
2025-04-23,Matcha Latte,Tea,5.25,1.6,28,Wednesday
2025-04-23,Chai Latte,Tea,4.95,1.15,31,Wednesday
2025-04-23,Iced Tea,Tea,3.5,0.5,20,Wednesday
2025-04-23,Croissant,Pastry,3.75,1.1,36,Wednesday
2025-04-23,Blueberry Muffin,Pastry,3.95,1.0,27,Wednesday
2025-04-23,Avocado Toast,Food,8.5,2.6,26,Wednesday
2025-04-23,Breakfast Sandwich,Food,7.25,2.4,35,Wednesday
2025-04-23,Bagel & Cream Cheese,Food,4.5,1.3,27,Wednesday
2025-04-23,Granola Bowl,Food,6.75,1.9,16,Wednesday
2025-04-23,Bottled Water,Other,2.25,0.35,17,Wednesday
2025-04-24,Drip Coffee,Coffee,3.25,0.55,89,Thursday
2025-04-24,Latte,Coffee,4.75,1.1,79,Thursday
2025-04-24,Cappuccino,Coffee,4.5,1.05,45,Thursday
2025-04-24,Cold Brew,Coffee,4.95,1.2,50,Thursday
2025-04-24,Espresso Shot,Coffee,2.75,0.45,27,Thursday
2025-04-24,Matcha Latte,Tea,5.25,1.6,28,Thursday
2025-04-24,Chai Latte,Tea,4.95,1.15,27,Thursday
2025-04-24,Iced Tea,Tea,3.5,0.5,19,Thursday
2025-04-24,Croissant,Pastry,3.75,1.1,42,Thursday
2025-04-24,Blueberry Muffin,Pastry,3.95,1.0,38,Thursday
2025-04-24,Avocado Toast,Food,8.5,2.6,30,Thursday
2025-04-24,Breakfast Sandwich,Food,7.25,2.4,40,Thursday
2025-04-24,Bagel & Cream Cheese,Food,4.5,1.3,25,Thursday
2025-04-24,Granola Bowl,Food,6.75,1.9,13,Thursday
2025-04-24,Bottled Water,Other,2.25,0.35,23,Thursday
2025-04-25,Drip Coffee,Coffee,3.25,0.55,80,Friday
2025-04-25,Latte,Coffee,4.75,1.1,77,Friday
2025-04-25,Cappuccino,Coffee,4.5,1.05,43,Friday
2025-04-25,Cold Brew,Coffee,4.95,1.2,77,Friday
2025-04-25,Espresso Shot,Coffee,2.75,0.45,25,Friday
2025-04-25,Matcha Latte,Tea,5.25,1.6,39,Friday
2025-04-25,Chai Latte,Tea,4.95,1.15,37,Friday
2025-04-25,Iced Tea,Tea,3.5,0.5,23,Friday
2025-04-25,Croissant,Pastry,3.75,1.1,42,Friday
2025-04-25,Blueberry Muffin,Pastry,3.95,1.0,28,Friday
2025-04-25,Avocado Toast,Food,8.5,2.6,25,Friday
2025-04-25,Breakfast Sandwich,Food,7.25,2.4,43,Friday
2025-04-25,Bagel & Cream Cheese,Food,4.5,1.3,21,Friday
2025-04-25,Granola Bowl,Food,6.75,1.9,17,Friday
2025-04-25,Bottled Water,Other,2.25,0.35,22,Friday
2025-04-26,Drip Coffee,Coffee,3.25,0.55,88,Saturday
2025-04-26,Latte,Coffee,4.75,1.1,76,Saturday
2025-04-26,Cappuccino,Coffee,4.5,1.05,47,Saturday
2025-04-26,Cold Brew,Coffee,4.95,1.2,67,Saturday
2025-04-26,Espresso Shot,Coffee,2.75,0.45,31,Saturday
2025-04-26,Matcha Latte,Tea,5.25,1.6,35,Saturday
2025-04-26,Chai Latte,Tea,4.95,1.15,32,Saturday
2025-04-26,Iced Tea,Tea,3.5,0.5,27,Saturday
2025-04-26,Croissant,Pastry,3.75,1.1,43,Saturday
2025-04-26,Blueberry Muffin,Pastry,3.95,1.0,39,Saturday
2025-04-26,Avocado Toast,Food,8.5,2.6,28,Saturday
2025-04-26,Breakfast Sandwich,Food,7.25,2.4,52,Saturday
2025-04-26,Bagel & Cream Cheese,Food,4.5,1.3,33,Saturday
2025-04-26,Granola Bowl,Food,6.75,1.9,20,Saturday
2025-04-26,Bottled Water,Other,2.25,0.35,24,Saturday
2025-04-27,Drip Coffee,Coffee,3.25,0.55,103,Sunday
2025-04-27,Latte,Coffee,4.75,1.1,89,Sunday
2025-04-27,Cappuccino,Coffee,4.5,1.05,36,Sunday
2025-04-27,Cold Brew,Coffee,4.95,1.2,67,Sunday
2025-04-27,Espresso Shot,Coffee,2.75,0.45,33,Sunday
2025-04-27,Matcha Latte,Tea,5.25,1.6,29,Sunday
2025-04-27,Chai Latte,Tea,4.95,1.15,31,Sunday
2025-04-27,Iced Tea,Tea,3.5,0.5,21,Sunday
2025-04-27,Croissant,Pastry,3.75,1.1,41,Sunday
2025-04-27,Blueberry Muffin,Pastry,3.95,1.0,35,Sunday
2025-04-27,Avocado Toast,Food,8.5,2.6,22,Sunday
2025-04-27,Breakfast Sandwich,Food,7.25,2.4,48,Sunday
2025-04-27,Bagel & Cream Cheese,Food,4.5,1.3,26,Sunday
2025-04-27,Granola Bowl,Food,6.75,1.9,15,Sunday
2025-04-27,Bottled Water,Other,2.25,0.35,22,Sunday
2025-04-28,Drip Coffee,Coffee,3.25,0.55,100,Monday
2025-04-28,Latte,Coffee,4.75,1.1,62,Monday
2025-04-28,Cappuccino,Coffee,4.5,1.05,42,Monday
2025-04-28,Cold Brew,Coffee,4.95,1.2,54,Monday
2025-04-28,Espresso Shot,Coffee,2.75,0.45,19,Monday
2025-04-28,Matcha Latte,Tea,5.25,1.6,25,Monday
2025-04-28,Chai Latte,Tea,4.95,1.15,23,Monday
2025-04-28,Iced Tea,Tea,3.5,0.5,18,Monday
2025-04-28,Croissant,Pastry,3.75,1.1,32,Monday
2025-04-28,Blueberry Muffin,Pastry,3.95,1.0,29,Monday
2025-04-28,Avocado Toast,Food,8.5,2.6,24,Monday
2025-04-28,Breakfast Sandwich,Food,7.25,2.4,38,Monday
2025-04-28,Bagel & Cream Cheese,Food,4.5,1.3,33,Monday
2025-04-28,Granola Bowl,Food,6.75,1.9,13,Monday
2025-04-28,Bottled Water,Other,2.25,0.35,19,Monday
2025-04-29,Drip Coffee,Coffee,3.25,0.55,85,Tuesday
2025-04-29,Latte,Coffee,4.75,1.1,79,Tuesday
2025-04-29,Cappuccino,Coffee,4.5,1.05,36,Tuesday
2025-04-29,Cold Brew,Coffee,4.95,1.2,58,Tuesday
2025-04-29,Espresso Shot,Coffee,2.75,0.45,28,Tuesday
2025-04-29,Matcha Latte,Tea,5.25,1.6,26,Tuesday
2025-04-29,Chai Latte,Tea,4.95,1.15,26,Tuesday
2025-04-29,Iced Tea,Tea,3.5,0.5,20,Tuesday
2025-04-29,Croissant,Pastry,3.75,1.1,32,Tuesday
2025-04-29,Blueberry Muffin,Pastry,3.95,1.0,26,Tuesday
2025-04-29,Avocado Toast,Food,8.5,2.6,25,Tuesday
2025-04-29,Breakfast Sandwich,Food,7.25,2.4,35,Tuesday
2025-04-29,Bagel & Cream Cheese,Food,4.5,1.3,30,Tuesday
2025-04-29,Granola Bowl,Food,6.75,1.9,12,Tuesday
2025-04-29,Bottled Water,Other,2.25,0.35,17,Tuesday
2025-04-30,Drip Coffee,Coffee,3.25,0.55,93,Wednesday
2025-04-30,Latte,Coffee,4.75,1.1,68,Wednesday
2025-04-30,Cappuccino,Coffee,4.5,1.05,36,Wednesday
2025-04-30,Cold Brew,Coffee,4.95,1.2,50,Wednesday
2025-04-30,Espresso Shot,Coffee,2.75,0.45,26,Wednesday
2025-04-30,Matcha Latte,Tea,5.25,1.6,28,Wednesday
2025-04-30,Chai Latte,Tea,4.95,1.15,28,Wednesday
2025-04-30,Iced Tea,Tea,3.5,0.5,15,Wednesday
2025-04-30,Croissant,Pastry,3.75,1.1,33,Wednesday
2025-04-30,Blueberry Muffin,Pastry,3.95,1.0,29,Wednesday
2025-04-30,Avocado Toast,Food,8.5,2.6,21,Wednesday
2025-04-30,Breakfast Sandwich,Food,7.25,2.4,33,Wednesday
2025-04-30,Bagel & Cream Cheese,Food,4.5,1.3,23,Wednesday
2025-04-30,Granola Bowl,Food,6.75,1.9,14,Wednesday
2025-04-30,Bottled Water,Other,2.25,0.35,21,Wednesday
2025-05-01,Drip Coffee,Coffee,3.25,0.55,74,Thursday
2025-05-01,Latte,Coffee,4.75,1.1,71,Thursday
2025-05-01,Cappuccino,Coffee,4.5,1.05,47,Thursday
2025-05-01,Cold Brew,Coffee,4.95,1.2,60,Thursday
2025-05-01,Espresso Shot,Coffee,2.75,0.45,26,Thursday
2025-05-01,Matcha Latte,Tea,5.25,1.6,30,Thursday
2025-05-01,Chai Latte,Tea,4.95,1.15,29,Thursday
2025-05-01,Iced Tea,Tea,3.5,0.5,21,Thursday
2025-05-01,Croissant,Pastry,3.75,1.1,27,Thursday
2025-05-01,Blueberry Muffin,Pastry,3.95,1.0,29,Thursday
2025-05-01,Avocado Toast,Food,8.5,2.6,18,Thursday
2025-05-01,Breakfast Sandwich,Food,7.25,2.4,46,Thursday
2025-05-01,Bagel & Cream Cheese,Food,4.5,1.3,30,Thursday
2025-05-01,Granola Bowl,Food,6.75,1.9,13,Thursday
2025-05-01,Bottled Water,Other,2.25,0.35,21,Thursday
2025-05-02,Drip Coffee,Coffee,3.25,0.55,126,Friday
2025-05-02,Latte,Coffee,4.75,1.1,74,Friday
2025-05-02,Cappuccino,Coffee,4.5,1.05,53,Friday
2025-05-02,Cold Brew,Coffee,4.95,1.2,66,Friday
2025-05-02,Espresso Shot,Coffee,2.75,0.45,28,Friday
2025-05-02,Matcha Latte,Tea,5.25,1.6,30,Friday
2025-05-02,Chai Latte,Tea,4.95,1.15,30,Friday
2025-05-02,Iced Tea,Tea,3.5,0.5,22,Friday
2025-05-02,Croissant,Pastry,3.75,1.1,29,Friday
2025-05-02,Blueberry Muffin,Pastry,3.95,1.0,37,Friday
2025-05-02,Avocado Toast,Food,8.5,2.6,24,Friday
2025-05-02,Breakfast Sandwich,Food,7.25,2.4,46,Friday
2025-05-02,Bagel & Cream Cheese,Food,4.5,1.3,28,Friday
2025-05-02,Granola Bowl,Food,6.75,1.9,22,Friday
2025-05-02,Bottled Water,Other,2.25,0.35,17,Friday
2025-05-03,Drip Coffee,Coffee,3.25,0.55,98,Saturday
2025-05-03,Latte,Coffee,4.75,1.1,99,Saturday
2025-05-03,Cappuccino,Coffee,4.5,1.05,67,Saturday
2025-05-03,Cold Brew,Coffee,4.95,1.2,63,Saturday
2025-05-03,Espresso Shot,Coffee,2.75,0.45,40,Saturday
2025-05-03,Matcha Latte,Tea,5.25,1.6,35,Saturday
2025-05-03,Chai Latte,Tea,4.95,1.15,42,Saturday
2025-05-03,Iced Tea,Tea,3.5,0.5,26,Saturday
2025-05-03,Croissant,Pastry,3.75,1.1,58,Saturday
2025-05-03,Blueberry Muffin,Pastry,3.95,1.0,47,Saturday
2025-05-03,Avocado Toast,Food,8.5,2.6,26,Saturday
2025-05-03,Breakfast Sandwich,Food,7.25,2.4,67,Saturday
2025-05-03,Bagel & Cream Cheese,Food,4.5,1.3,29,Saturday
2025-05-03,Granola Bowl,Food,6.75,1.9,18,Saturday
2025-05-03,Bottled Water,Other,2.25,0.35,28,Saturday
2025-05-04,Drip Coffee,Coffee,3.25,0.55,85,Sunday
2025-05-04,Latte,Coffee,4.75,1.1,71,Sunday
2025-05-04,Cappuccino,Coffee,4.5,1.05,45,Sunday
2025-05-04,Cold Brew,Coffee,4.95,1.2,64,Sunday
2025-05-04,Espresso Shot,Coffee,2.75,0.45,29,Sunday
2025-05-04,Matcha Latte,Tea,5.25,1.6,30,Sunday
2025-05-04,Chai Latte,Tea,4.95,1.15,32,Sunday
2025-05-04,Iced Tea,Tea,3.5,0.5,24,Sunday
2025-05-04,Croissant,Pastry,3.75,1.1,45,Sunday
2025-05-04,Blueberry Muffin,Pastry,3.95,1.0,34,Sunday
2025-05-04,Avocado Toast,Food,8.5,2.6,21,Sunday
2025-05-04,Breakfast Sandwich,Food,7.25,2.4,42,Sunday
2025-05-04,Bagel & Cream Cheese,Food,4.5,1.3,26,Sunday
2025-05-04,Granola Bowl,Food,6.75,1.9,18,Sunday
2025-05-04,Bottled Water,Other,2.25,0.35,16,Sunday
2025-05-05,Drip Coffee,Coffee,3.25,0.55,86,Monday
2025-05-05,Latte,Coffee,4.75,1.1,58,Monday
2025-05-05,Cappuccino,Coffee,4.5,1.05,44,Monday
2025-05-05,Cold Brew,Coffee,4.95,1.2,57,Monday
2025-05-05,Espresso Shot,Coffee,2.75,0.45,24,Monday
2025-05-05,Matcha Latte,Tea,5.25,1.6,30,Monday
2025-05-05,Chai Latte,Tea,4.95,1.15,26,Monday
2025-05-05,Iced Tea,Tea,3.5,0.5,21,Monday
2025-05-05,Croissant,Pastry,3.75,1.1,33,Monday
2025-05-05,Blueberry Muffin,Pastry,3.95,1.0,31,Monday
2025-05-05,Avocado Toast,Food,8.5,2.6,21,Monday
2025-05-05,Breakfast Sandwich,Food,7.25,2.4,25,Monday
2025-05-05,Bagel & Cream Cheese,Food,4.5,1.3,23,Monday
2025-05-05,Granola Bowl,Food,6.75,1.9,16,Monday
2025-05-05,Bottled Water,Other,2.25,0.35,20,Monday
2025-05-06,Drip Coffee,Coffee,3.25,0.55,82,Tuesday
2025-05-06,Latte,Coffee,4.75,1.1,65,Tuesday
2025-05-06,Cappuccino,Coffee,4.5,1.05,36,Tuesday
2025-05-06,Cold Brew,Coffee,4.95,1.2,56,Tuesday
2025-05-06,Espresso Shot,Coffee,2.75,0.45,25,Tuesday
2025-05-06,Matcha Latte,Tea,5.25,1.6,25,Tuesday
2025-05-06,Chai Latte,Tea,4.95,1.15,29,Tuesday
2025-05-06,Iced Tea,Tea,3.5,0.5,22,Tuesday
2025-05-06,Croissant,Pastry,3.75,1.1,29,Tuesday
2025-05-06,Blueberry Muffin,Pastry,3.95,1.0,28,Tuesday
2025-05-06,Avocado Toast,Food,8.5,2.6,22,Tuesday
2025-05-06,Breakfast Sandwich,Food,7.25,2.4,39,Tuesday
2025-05-06,Bagel & Cream Cheese,Food,4.5,1.3,23,Tuesday
2025-05-06,Granola Bowl,Food,6.75,1.9,12,Tuesday
2025-05-06,Bottled Water,Other,2.25,0.35,16,Tuesday
2025-05-07,Drip Coffee,Coffee,3.25,0.55,89,Wednesday
2025-05-07,Latte,Coffee,4.75,1.1,74,Wednesday
2025-05-07,Cappuccino,Coffee,4.5,1.05,40,Wednesday
2025-05-07,Cold Brew,Coffee,4.95,1.2,46,Wednesday
2025-05-07,Espresso Shot,Coffee,2.75,0.45,22,Wednesday
2025-05-07,Matcha Latte,Tea,5.25,1.6,32,Wednesday
2025-05-07,Chai Latte,Tea,4.95,1.15,24,Wednesday
2025-05-07,Iced Tea,Tea,3.5,0.5,21,Wednesday
2025-05-07,Croissant,Pastry,3.75,1.1,33,Wednesday
2025-05-07,Blueberry Muffin,Pastry,3.95,1.0,28,Wednesday
2025-05-07,Avocado Toast,Food,8.5,2.6,22,Wednesday
2025-05-07,Breakfast Sandwich,Food,7.25,2.4,46,Wednesday
2025-05-07,Bagel & Cream Cheese,Food,4.5,1.3,27,Wednesday
2025-05-07,Granola Bowl,Food,6.75,1.9,14,Wednesday
2025-05-07,Bottled Water,Other,2.25,0.35,15,Wednesday
2025-05-08,Drip Coffee,Coffee,3.25,0.55,95,Thursday
2025-05-08,Latte,Coffee,4.75,1.1,84,Thursday
2025-05-08,Cappuccino,Coffee,4.5,1.05,45,Thursday
2025-05-08,Cold Brew,Coffee,4.95,1.2,66,Thursday
2025-05-08,Espresso Shot,Coffee,2.75,0.45,28,Thursday
2025-05-08,Matcha Latte,Tea,5.25,1.6,27,Thursday
2025-05-08,Chai Latte,Tea,4.95,1.15,29,Thursday
2025-05-08,Iced Tea,Tea,3.5,0.5,22,Thursday
2025-05-08,Croissant,Pastry,3.75,1.1,40,Thursday
2025-05-08,Blueberry Muffin,Pastry,3.95,1.0,30,Thursday
2025-05-08,Avocado Toast,Food,8.5,2.6,23,Thursday
2025-05-08,Breakfast Sandwich,Food,7.25,2.4,42,Thursday
2025-05-08,Bagel & Cream Cheese,Food,4.5,1.3,31,Thursday
2025-05-08,Granola Bowl,Food,6.75,1.9,16,Thursday
2025-05-08,Bottled Water,Other,2.25,0.35,20,Thursday
2025-05-09,Drip Coffee,Coffee,3.25,0.55,102,Friday
2025-05-09,Latte,Coffee,4.75,1.1,71,Friday
2025-05-09,Cappuccino,Coffee,4.5,1.05,40,Friday
2025-05-09,Cold Brew,Coffee,4.95,1.2,63,Friday
2025-05-09,Espresso Shot,Coffee,2.75,0.45,32,Friday
2025-05-09,Matcha Latte,Tea,5.25,1.6,36,Friday
2025-05-09,Chai Latte,Tea,4.95,1.15,34,Friday
2025-05-09,Iced Tea,Tea,3.5,0.5,19,Friday
2025-05-09,Croissant,Pastry,3.75,1.1,33,Friday
2025-05-09,Blueberry Muffin,Pastry,3.95,1.0,39,Friday
2025-05-09,Avocado Toast,Food,8.5,2.6,25,Friday
2025-05-09,Breakfast Sandwich,Food,7.25,2.4,37,Friday
2025-05-09,Bagel & Cream Cheese,Food,4.5,1.3,33,Friday
2025-05-09,Granola Bowl,Food,6.75,1.9,17,Friday
2025-05-09,Bottled Water,Other,2.25,0.35,28,Friday
2025-05-10,Drip Coffee,Coffee,3.25,0.55,127,Saturday
2025-05-10,Latte,Coffee,4.75,1.1,95,Saturday
2025-05-10,Cappuccino,Coffee,4.5,1.05,51,Saturday
2025-05-10,Cold Brew,Coffee,4.95,1.2,73,Saturday
2025-05-10,Espresso Shot,Coffee,2.75,0.45,32,Saturday
2025-05-10,Matcha Latte,Tea,5.25,1.6,32,Saturday
2025-05-10,Chai Latte,Tea,4.95,1.15,40,Saturday
2025-05-10,Iced Tea,Tea,3.5,0.5,27,Saturday
2025-05-10,Croissant,Pastry,3.75,1.1,30,Saturday
2025-05-10,Blueberry Muffin,Pastry,3.95,1.0,36,Saturday
2025-05-10,Avocado Toast,Food,8.5,2.6,26,Saturday
2025-05-10,Breakfast Sandwich,Food,7.25,2.4,55,Saturday
2025-05-10,Bagel & Cream Cheese,Food,4.5,1.3,34,Saturday
2025-05-10,Granola Bowl,Food,6.75,1.9,21,Saturday
2025-05-10,Bottled Water,Other,2.25,0.35,19,Saturday
2025-05-11,Drip Coffee,Coffee,3.25,0.55,81,Sunday
2025-05-11,Latte,Coffee,4.75,1.1,87,Sunday
2025-05-11,Cappuccino,Coffee,4.5,1.05,41,Sunday
2025-05-11,Cold Brew,Coffee,4.95,1.2,53,Sunday
2025-05-11,Espresso Shot,Coffee,2.75,0.45,26,Sunday
2025-05-11,Matcha Latte,Tea,5.25,1.6,30,Sunday
2025-05-11,Chai Latte,Tea,4.95,1.15,33,Sunday
2025-05-11,Iced Tea,Tea,3.5,0.5,25,Sunday
2025-05-11,Croissant,Pastry,3.75,1.1,31,Sunday
2025-05-11,Blueberry Muffin,Pastry,3.95,1.0,32,Sunday
2025-05-11,Avocado Toast,Food,8.5,2.6,24,Sunday
2025-05-11,Breakfast Sandwich,Food,7.25,2.4,42,Sunday
2025-05-11,Bagel & Cream Cheese,Food,4.5,1.3,31,Sunday
2025-05-11,Granola Bowl,Food,6.75,1.9,16,Sunday
2025-05-11,Bottled Water,Other,2.25,0.35,18,Sunday
2025-05-12,Drip Coffee,Coffee,3.25,0.55,70,Monday
2025-05-12,Latte,Coffee,4.75,1.1,52,Monday
2025-05-12,Cappuccino,Coffee,4.5,1.05,36,Monday
2025-05-12,Cold Brew,Coffee,4.95,1.2,52,Monday
2025-05-12,Espresso Shot,Coffee,2.75,0.45,26,Monday
2025-05-12,Matcha Latte,Tea,5.25,1.6,27,Monday
2025-05-12,Chai Latte,Tea,4.95,1.15,34,Monday
2025-05-12,Iced Tea,Tea,3.5,0.5,19,Monday
2025-05-12,Croissant,Pastry,3.75,1.1,31,Monday
2025-05-12,Blueberry Muffin,Pastry,3.95,1.0,30,Monday
2025-05-12,Avocado Toast,Food,8.5,2.6,18,Monday
2025-05-12,Breakfast Sandwich,Food,7.25,2.4,37,Monday
2025-05-12,Bagel & Cream Cheese,Food,4.5,1.3,19,Monday
2025-05-12,Granola Bowl,Food,6.75,1.9,14,Monday
2025-05-12,Bottled Water,Other,2.25,0.35,17,Monday
2025-05-13,Drip Coffee,Coffee,3.25,0.55,83,Tuesday
2025-05-13,Latte,Coffee,4.75,1.1,68,Tuesday
2025-05-13,Cappuccino,Coffee,4.5,1.05,32,Tuesday
2025-05-13,Cold Brew,Coffee,4.95,1.2,47,Tuesday
2025-05-13,Espresso Shot,Coffee,2.75,0.45,28,Tuesday
2025-05-13,Matcha Latte,Tea,5.25,1.6,30,Tuesday
2025-05-13,Chai Latte,Tea,4.95,1.15,25,Tuesday
2025-05-13,Iced Tea,Tea,3.5,0.5,20,Tuesday
2025-05-13,Croissant,Pastry,3.75,1.1,35,Tuesday
2025-05-13,Blueberry Muffin,Pastry,3.95,1.0,35,Tuesday
2025-05-13,Avocado Toast,Food,8.5,2.6,24,Tuesday
2025-05-13,Breakfast Sandwich,Food,7.25,2.4,38,Tuesday
2025-05-13,Bagel & Cream Cheese,Food,4.5,1.3,23,Tuesday
2025-05-13,Granola Bowl,Food,6.75,1.9,16,Tuesday
2025-05-13,Bottled Water,Other,2.25,0.35,17,Tuesday
2025-05-14,Drip Coffee,Coffee,3.25,0.55,76,Wednesday
2025-05-14,Latte,Coffee,4.75,1.1,60,Wednesday
2025-05-14,Cappuccino,Coffee,4.5,1.05,36,Wednesday
2025-05-14,Cold Brew,Coffee,4.95,1.2,53,Wednesday
2025-05-14,Espresso Shot,Coffee,2.75,0.45,27,Wednesday
2025-05-14,Matcha Latte,Tea,5.25,1.6,33,Wednesday
2025-05-14,Chai Latte,Tea,4.95,1.15,32,Wednesday
2025-05-14,Iced Tea,Tea,3.5,0.5,20,Wednesday
2025-05-14,Croissant,Pastry,3.75,1.1,38,Wednesday
2025-05-14,Blueberry Muffin,Pastry,3.95,1.0,38,Wednesday
2025-05-14,Avocado Toast,Food,8.5,2.6,24,Wednesday
2025-05-14,Breakfast Sandwich,Food,7.25,2.4,45,Wednesday
2025-05-14,Bagel & Cream Cheese,Food,4.5,1.3,21,Wednesday
2025-05-14,Granola Bowl,Food,6.75,1.9,13,Wednesday
2025-05-14,Bottled Water,Other,2.25,0.35,16,Wednesday
2025-05-15,Drip Coffee,Coffee,3.25,0.55,61,Thursday
2025-05-15,Latte,Coffee,4.75,1.1,74,Thursday
2025-05-15,Cappuccino,Coffee,4.5,1.05,49,Thursday
2025-05-15,Cold Brew,Coffee,4.95,1.2,54,Thursday
2025-05-15,Espresso Shot,Coffee,2.75,0.45,27,Thursday
2025-05-15,Matcha Latte,Tea,5.25,1.6,28,Thursday
2025-05-15,Chai Latte,Tea,4.95,1.15,28,Thursday
2025-05-15,Iced Tea,Tea,3.5,0.5,22,Thursday
2025-05-15,Croissant,Pastry,3.75,1.1,31,Thursday
2025-05-15,Blueberry Muffin,Pastry,3.95,1.0,36,Thursday
2025-05-15,Avocado Toast,Food,8.5,2.6,18,Thursday
2025-05-15,Breakfast Sandwich,Food,7.25,2.4,41,Thursday
2025-05-15,Bagel & Cream Cheese,Food,4.5,1.3,26,Thursday
2025-05-15,Granola Bowl,Food,6.75,1.9,17,Thursday
2025-05-15,Bottled Water,Other,2.25,0.35,21,Thursday
2025-05-16,Drip Coffee,Coffee,3.25,0.55,73,Friday
2025-05-16,Latte,Coffee,4.75,1.1,57,Friday
2025-05-16,Cappuccino,Coffee,4.5,1.05,40,Friday
2025-05-16,Cold Brew,Coffee,4.95,1.2,59,Friday
2025-05-16,Espresso Shot,Coffee,2.75,0.45,28,Friday
2025-05-16,Matcha Latte,Tea,5.25,1.6,35,Friday
2025-05-16,Chai Latte,Tea,4.95,1.15,35,Friday
2025-05-16,Iced Tea,Tea,3.5,0.5,19,Friday
2025-05-16,Croissant,Pastry,3.75,1.1,32,Friday
2025-05-16,Blueberry Muffin,Pastry,3.95,1.0,36,Friday
2025-05-16,Avocado Toast,Food,8.5,2.6,24,Friday
2025-05-16,Breakfast Sandwich,Food,7.25,2.4,43,Friday
2025-05-16,Bagel & Cream Cheese,Food,4.5,1.3,28,Friday
2025-05-16,Granola Bowl,Food,6.75,1.9,16,Friday
2025-05-16,Bottled Water,Other,2.25,0.35,24,Friday
2025-05-17,Drip Coffee,Coffee,3.25,0.55,89,Saturday
2025-05-17,Latte,Coffee,4.75,1.1,78,Saturday
2025-05-17,Cappuccino,Coffee,4.5,1.05,56,Saturday
2025-05-17,Cold Brew,Coffee,4.95,1.2,85,Saturday
2025-05-17,Espresso Shot,Coffee,2.75,0.45,32,Saturday
2025-05-17,Matcha Latte,Tea,5.25,1.6,33,Saturday
2025-05-17,Chai Latte,Tea,4.95,1.15,28,Saturday
2025-05-17,Iced Tea,Tea,3.5,0.5,27,Saturday
2025-05-17,Croissant,Pastry,3.75,1.1,39,Saturday
2025-05-17,Blueberry Muffin,Pastry,3.95,1.0,49,Saturday
2025-05-17,Avocado Toast,Food,8.5,2.6,37,Saturday
2025-05-17,Breakfast Sandwich,Food,7.25,2.4,51,Saturday
